game_id,play_id,old_game_id,season,week,season_type,playoffs,qtr,game_date,home_team,away_team,posteam,defteam,game_seconds_remaining,quarter_seconds_remaining,score_differential,yardline_100,ydstogo,wp,home_wp,epa,posteam_timeouts_remaining,defteam_timeouts_remaining,goal_to_go,is_ot,roof,surface,temp,wind,weather,stadium_id,stadium,location,kick_distance,kicker_player_id,kicker_player_name,field_goal_result,extra_point_result,kick_result,is_pat,attempted,play_type_original,down,prev_play_type,prev_desc,prev_timeout,prev_timeout_team,prev_penalty,prev_incomplete,prev_out_bounds,prev_end_quarter,prev_two_min_warning,delta_secs,l2m,clock_running,iced,birth_date,rookie_season,kicker_age,kicker_experience,roof_std,indoors,surface_std,is_turf,high_altitude,weather_first,weather_clean,humidity,is_snow_sleet,is_rain_showers,is_cloudy,is_hazy_fog,wp_make_hat,wp_miss_hat,leverage,wp_make_hat_rules,wp_miss_hat_rules,leverage_rules,pred_hat_post,wind_z,temp_z,humidity_z,kicker_age_z,kicker_experience_z,season_z,kick_made,eoh_urgency,eog_urgency,go_ahead,to_tie,close7,leverage_z
2015_01_BAL_DEN,580,2015091309,2015,1,REG,0,1,2015-09-13,DEN,BAL,DEN,BAL,3021,321,0,38,16,0.630906343,0.630906343,2.821294336,3,3,0,FALSE,outdoors,grass,88,13,"Partly Sunny Temp: 88° F, Humidity: 8%, Wind: NW 13 mph",DEN00,Empower Field at Mile High,Home,57,00-0029822,B.McManus,made,NA,made,0,1,field_goal,NA,pass,(5:26) (Shotgun) 18-P.Manning pass incomplete deep left to 10-E.Sanders.,0,NA,0,1,0,0,0,5,0,0,0,1991-07-25,2014,24.13689254,2,outdoors,0,grass,0,1,partly sunny,"partly cloudy temp: 88° f, humidity: 8%, wind: nw 13 mph",8,0,0,1,0,0.584665474,0.445974293,0.138691182,0.584665474,0.445974293,0.138691182,0.584665474,1.154243792,1.608162326,-2.591742942,-1.075637194,-1.00253136,-1.585544219,1,0,0,1,0,1,0.696537319
2015_01_BAL_DEN,824,2015091309,2015,1,REG,0,1,2015-09-13,DEN,BAL,DEN,BAL,2791,91,3,38,6,0.70713973,0.70713973,2.809956801,3,3,0,FALSE,outdoors,grass,88,13,"Partly Sunny Temp: 88° F, Humidity: 8%, Wind: NW 13 mph",DEN00,Empower Field at Mile High,Home,56,00-0029822,B.McManus,made,NA,made,0,1,field_goal,NA,pass,(1:34) (Shotgun) 18-P.Manning pass incomplete short left to 22-C.Anderson (57-C.Mosley).,0,NA,0,1,0,0,0,3,0,0,0,1991-07-25,2014,24.13689254,2,outdoors,0,grass,0,1,partly sunny,"partly cloudy temp: 88° f, humidity: 8%, wind: nw 13 mph",8,0,0,1,0,0.670444966,0.533872418,0.136572548,0.670444966,0.533872418,0.136572548,0.670444966,1.154243792,1.608162326,-2.591742942,-1.075637194,-1.00253136,-1.585544219,1,0,0,0,0,1,0.675406455
2015_01_BAL_DEN,1357,2015091309,2015,1,REG,0,2,2015-09-13,DEN,BAL,BAL,DEN,2207,407,-6,34,4,0.25562492,0.74437508,2.017228625,3,1,0,FALSE,outdoors,grass,88,13,"Partly Sunny Temp: 88° F, Humidity: 8%, Wind: NW 13 mph",DEN00,Empower Field at Mile High,Home,52,00-0029597,J.Tucker,made,NA,made,0,1,field_goal,NA,no_play,Timeout #2 by DEN at 06:47.,1,DEN,0,0,0,0,0,0,0,0,1,1989-11-21,2012,25.80971937,4,outdoors,0,grass,0,1,partly sunny,"partly cloudy temp: 88° f, humidity: 8%, wind: nw 13 mph",8,0,0,1,0,0.370953636,0.262645513,0.108308123,0.370953636,0.262645513,0.108308123,0.370953636,1.154243792,1.608162326,-2.591742942,-0.740363093,-0.595447301,-1.585544219,1,0,0,0,0,1,0.393502272
2015_01_BAL_DEN,1823,2015091309,2015,1,REG,0,2,2015-09-13,DEN,BAL,DEN,BAL,1814,14,3,25,5,0.741578043,0.741578043,0.614264333,0,3,0,FALSE,outdoors,grass,88,13,"Partly Sunny Temp: 88° F, Humidity: 8%, Wind: NW 13 mph",DEN00,Empower Field at Mile High,Home,43,00-0029822,B.McManus,made,NA,made,0,1,field_goal,NA,pass,(:19) (Shotgun) 18-P.Manning pass incomplete deep middle to 11-J.Norwood.,0,NA,0,1,0,0,0,5,1,0,0,1991-07-25,2014,24.13689254,2,outdoors,0,grass,0,1,partly sunny,"partly cloudy temp: 88° f, humidity: 8%, wind: nw 13 mph",8,0,0,1,0,0.704728434,0.568873891,0.135854544,0.704728434,0.568873891,0.135854544,0.704728434,1.154243792,1.608162326,-2.591742942,-1.075637194,-1.00253136,-1.585544219,1,0,0,0,0,1,0.668245213
2015_01_BAL_DEN,2001,2015091309,2015,1,REG,0,3,2015-09-13,DEN,BAL,BAL,DEN,1744,844,0,15,0,0.459144352,0.540855648,0.067573003,3,3,0,FALSE,outdoors,grass,88,13,"Partly Sunny Temp: 88° F, Humidity: 8%, Wind: NW 13 mph",DEN00,Empower Field at Mile High,Home,33,00-0029597,J.Tucker,NA,good,made,1,1,extra_point,NA,pass,"(14:13) (Shotgun) 18-P.Manning pass short left intended for 11-J.Norwood INTERCEPTED by 22-J.Smith [24-K.Arrington] at DEN 24. 22-J.Smith for 24 yards, TOUCHDOWN.",0,NA,0,0,0,0,0,9,0,0,0,1989-11-21,2012,25.80971937,4,outdoors,0,grass,0,1,partly sunny,"partly cloudy temp: 88° f, humidity: 8%, wind: nw 13 mph",8,0,0,1,0,0.52852734,0.515469051,0.013058289,0.52852734,0.515469051,0.013058289,0.52852734,1.154243792,1.608162326,-2.591742942,-0.740363093,-0.595447301,-1.585544219,1,0,0,1,0,1,-0.556502099
