era2,n_M1 (full GLMM),n_M2 (IPW-corrected),brier_M1 (full GLMM),brier_M2 (IPW-corrected),logloss_M1 (full GLMM),logloss_M2 (IPW-corrected),auc_M1 (full GLMM),auc_M2 (IPW-corrected),d_brier,d_logloss,d_auc,verdict
post-2020,1275,1275,0.09265330263003932,0.09444733356694496,0.3071121337814608,0.3128096771872421,0.7838255049374279,0.7749994108081355,0.0017940309369056384,0.0056975434057813246,-0.008826094129292361,M1 better
pre-2020,976,976,0.11052871337681144,0.11320577109424984,0.3584052286431514,0.36770015549082746,0.7588100394954771,0.748014609079713,0.002677057717438397,0.009294926847676077,-0.01079543041576414,M1 better
