split,n,dist_mean,dist_sd,phat_mean,phat_sd,weight_mean,weight_sd,make_rate
test,2251,38.998667258996,10.388861471184244,0.8210856122464879,0.21890635434754274,0.9769657459365167,0.9087249934111071,0.8702798756108396
train,9297,38.680326987200175,10.413172326265911,0.8268201787600333,0.2141683754655877,0.956998710423002,0.8587589116085547,0.8608153167688501
